job_role,skills,experience_level,domain,education_level,tools,required_experience_years,min_salary,max_salary,currency,job_type,industry,certifications,responsibilities,soft_skills,job_level,location,importance_score
Machine Learning Engineer,"nlp,mlops,tensorflow,numpy,deep learning,docker,python,scikit-learn",senior,data,master,pytorch,1,1477938,2179390,INR,intern,IT Services,google ml engineer,train ML models,"problem-solving,teamwork",Lead,Chennai,4
Frontend Developer,"css,tailwind,javascript,webpack,sass,jest,typescript,html,redux",mid,software,master,chrome devtools,4,1139350,1732568,INR,on-site,Cloud,frontend nanodegree,optimize frontend performance,"leadership,communication",Lead,Chennai,4
Cybersecurity Analyst,"network security,firewall,linux,vulnerability assessment,python,cryptography",mid,security,diploma,wireshark,1,1255076,2369145,INR,on-site,E-commerce,ceh,security audits,"communication,teamwork",Lead,Pune,2
Frontend Developer,"javascript,webpack,react,sass,css,jest,typescript,redux,tailwind",senior,software,bachelor,figma,9,1321796,2129063,INR,hybrid,IT Services,frontend nanodegree,build UI,"communication,adaptability",Lead,Pune,5
DevOps Engineer,"monitoring,kubernetes,terraform,linux,docker,ci/cd",mid,devops,diploma,docker,9,448922,2607897,INR,full-time,Cybersecurity,docker certified,manage CI/CD,"communication,teamwork",Lead,Remote,3
DevOps Engineer,"docker,ci/cd,monitoring,jenkins,kubernetes,aws,linux",mid,devops,diploma,jenkins,2,1397200,2107716,INR,hybrid,Healthcare,docker certified,infra automation,"leadership,teamwork",Senior,Hyderabad,3
Frontend Developer,"css,typescript,webpack,jest,redux",mid,software,diploma,chrome devtools,10,1411839,2650222,INR,remote,AI/ML,frontend nanodegree,build UI,"creativity,problem-solving",Senior,Chennai,3
Data Scientist,"python,sql,numpy,matplotlib,statistics,seaborn",entry,data,bachelor,python,6,1140170,2957598,INR,hybrid,Fintech,ibm data science,analyze datasets,"creativity,communication",Senior,Pune,3
Machine Learning Engineer,"python,docker,scikit-learn,sql,pytorch",entry,data,master,jupyter,9,389265,1887849,INR,full-time,E-commerce,google ml engineer,train ML models,"adaptability,leadership",Junior,Canada,5
Software Developer,"html,css,typescript,rest,api,java,javascript",entry,software,bachelor,vscode,9,472691,1582866,INR,hybrid,IT Services,oracle java,develop software features,"problem-solving,creativity",Lead,USA,1
Data Scientist,"numpy,statistics,seaborn,nlp,data analysis,python,sql,matplotlib,scikit-learn",senior,data,bachelor,tableau,1,1323111,2318839,INR,intern,Fintech,ibm data science,build predictive models,"leadership,adaptability",Mid-level,USA,1
Machine Learning Engineer,"deep learning,nlp,pytorch,pandas,python,scikit-learn,mlops,sql,numpy,tensorflow",mid,data,master,jupyter,9,959498,1520026,INR,remote,IT Services,google ml engineer,build pipelines,"teamwork,communication",Junior,Hyderabad,2
Cybersecurity Analyst,"firewall,cryptography,incident response,network security,vulnerability assessment",senior,security,bachelor,nessus,7,543282,1926305,INR,intern,Fintech,ceh,threat monitoring,"leadership,communication",Mid-level,Mumbai,4
Software Developer,"c#,docker,html,git,rest,javascript,typescript,node.js,api",mid,software,bachelor,postman,7,1007808,2040756,INR,full-time,Healthcare,aws developer,fix bugs,"creativity,adaptability",Junior,Hyderabad,3
Data Scientist,"matplotlib,statistics,scikit-learn,pandas,seaborn",senior,data,diploma,tableau,1,1480757,2839724,INR,full-time,IT Services,ibm data science,analyze datasets,"creativity,adaptability",Senior,Canada,5
Machine Learning Engineer,"nlp,numpy,tensorflow,deep learning,pytorch",mid,data,bachelor,jupyter,10,547078,2794144,INR,hybrid,AI/ML,google ml engineer,build pipelines,"leadership,creativity",Senior,Pune,3
Backend Developer,"express,django,postgresql,rest,redis,api,java,python,node.js,spring",senior,software,diploma,docker,0,303281,2995631,INR,contract,Cybersecurity,aws practitioner,build APIs,"communication,creativity",Senior,Chennai,2
Frontend Developer,"redux,javascript,typescript,webpack,react,jest,sass,css",entry,software,bachelor,vscode,5,721091,2629826,INR,hybrid,Healthcare,frontend nanodegree,build UI,"communication,adaptability",Senior,USA,1
Backend Developer,"redis,sql,django,java,python,express,docker,api,spring,postgresql,node.js",entry,software,bachelor,vscode,4,342336,2053380,INR,full-time,IT Services,aws practitioner,build APIs,"adaptability,communication",Architect,Hyderabad,2
Full Stack Developer,"mongodb,docker,css,react,sql,javascript,git,express,node.js",mid,software,diploma,postman,9,587156,1917873,INR,intern,Cloud,full stack certificate,deployment,"teamwork,adaptability",Junior,Mumbai,5
Full Stack Developer,"javascript,html,sql,rest,node.js,git,react,docker,mongodb",senior,software,diploma,figma,5,643150,2248509,INR,contract,Healthcare,full stack certificate,deployment,"leadership,problem-solving",Senior,Mumbai,1
Frontend Developer,"sass,javascript,webpack,jest,html",entry,software,diploma,chrome devtools,5,375744,2678870,INR,remote,AI/ML,frontend nanodegree,optimize frontend performance,"communication,problem-solving",Junior,Chennai,2
Data Analyst,"tableau,statistics,data visualization,python,excel,sql",entry,data,bachelor,excel,9,477269,2062938,INR,on-site,IT Services,google data analytics,analyze data,"leadership,adaptability",Mid-level,USA,2
Software Developer,"java,css,c#,typescript,node.js",mid,software,bachelor,vscode,7,1430430,2858005,INR,contract,IT Services,oracle java,write clean code,"communication,teamwork",Mid-level,Delhi,3
Data Analyst,"statistics,tableau,pandas,powerbi,sql",senior,data,master,tableau,8,1196581,2357430,INR,remote,Fintech,google data analytics,analyze data,"communication,creativity",Senior,Chennai,4
Data Analyst,"python,sql,powerbi,tableau,statistics",mid,data,diploma,powerbi,10,648013,1796783,INR,contract,E-commerce,google data analytics,analyze data,"problem-solving,adaptability",Lead,USA,2
Data Scientist,"sql,seaborn,statistics,matplotlib,scikit-learn,data analysis,nlp,python,numpy",entry,data,bachelor,jupyter,5,898843,2275818,INR,full-time,IT Services,ibm data science,build predictive models,"problem-solving,teamwork",Architect,Hyderabad,3
Cybersecurity Analyst,"network security,python,firewall,cryptography,linux,vulnerability assessment,incident response",mid,security,diploma,nessus,7,1168606,2072872,INR,intern,Fintech,ceh,security audits,"leadership,creativity",Junior,Mumbai,5
Cybersecurity Analyst,"network security,incident response,vulnerability assessment,linux,firewall,cryptography,python",entry,security,diploma,nessus,8,691874,2023169,INR,contract,Fintech,ceh,threat monitoring,"teamwork,adaptability",Lead,Pune,4
Cybersecurity Analyst,"incident response,linux,network security,python,firewall,cryptography,vulnerability assessment",mid,security,master,wireshark,9,879377,2665578,INR,full-time,E-commerce,ceh,threat monitoring,"problem-solving,creativity",Lead,USA,5
Frontend Developer,"tailwind,react,jest,css,html",entry,software,diploma,vscode,8,902709,2108488,INR,on-site,Cybersecurity,frontend nanodegree,build UI,"leadership,communication",Senior,Hyderabad,4
Cybersecurity Analyst,"vulnerability assessment,python,incident response,cryptography,linux",senior,security,bachelor,metasploit,9,1215332,2560751,INR,remote,Healthcare,ceh,security audits,"leadership,creativity",Architect,Pune,4
Data Analyst,"statistics,pandas,powerbi,tableau,data visualization,python,excel",entry,data,master,powerbi,5,440726,1776330,INR,remote,AI/ML,google data analytics,analyze data,"creativity,communication",Senior,Mumbai,2
Cybersecurity Analyst,"linux,cryptography,vulnerability assessment,firewall,python,network security",entry,security,master,nessus,4,689469,2080604,INR,hybrid,IT Services,ceh,threat monitoring,"adaptability,leadership",Senior,Mumbai,1
Frontend Developer,"typescript,html,css,tailwind,redux,react,webpack,javascript,jest,sass",entry,software,master,figma,0,718682,1690705,INR,full-time,Cloud,frontend nanodegree,optimize frontend performance,"problem-solving,teamwork",Mid-level,Pune,3
Frontend Developer,"html,sass,javascript,tailwind,css,jest,typescript,react,redux,webpack",senior,software,diploma,figma,3,355395,2264784,INR,remote,Gaming,frontend nanodegree,optimize frontend performance,"teamwork,creativity",Architect,Delhi,2
Cloud Engineer,"aws,monitoring,docker,kubernetes,azure,gcp,terraform,linux,ci/cd",mid,cloud,diploma,jenkins,8,765527,2404773,INR,on-site,IT Services,aws cloud practitioner,deploy cloud infra,"leadership,adaptability",Architect,Remote,5
Machine Learning Engineer,"docker,sql,pytorch,numpy,deep learning,nlp,pandas,mlops",senior,data,bachelor,jupyter,6,1438921,2626246,INR,remote,Fintech,google ml engineer,train ML models,"adaptability,communication",Mid-level,Delhi,3
Full Stack Developer,"html,javascript,react,express,git,mongodb,api,sql,docker",entry,software,master,vscode,10,1454038,2608571,INR,intern,Cloud,full stack certificate,end-to-end development,"problem-solving,creativity",Mid-level,Delhi,5
Data Scientist,"statistics,python,pandas,sql,scikit-learn,numpy,matplotlib,seaborn",entry,data,diploma,tableau,10,1011255,2762695,INR,on-site,AI/ML,ibm data science,build predictive models,"teamwork,adaptability",Lead,Remote,3
Full Stack Developer,"javascript,express,mongodb,git,html,react,sql,css,rest",senior,software,bachelor,figma,8,889154,2269936,INR,remote,Fintech,full stack certificate,deployment,"communication,adaptability",Lead,Canada,1
Frontend Developer,"react,webpack,javascript,redux,jest,css,tailwind",entry,software,master,vscode,0,387785,1703092,INR,intern,IT Services,frontend nanodegree,optimize frontend performance,"communication,creativity",Lead,USA,3
Data Scientist,"data analysis,matplotlib,sql,statistics,numpy,nlp,scikit-learn,seaborn,pandas,python",entry,data,bachelor,tableau,2,714649,2052099,INR,intern,E-commerce,ibm data science,analyze datasets,"teamwork,adaptability",Mid-level,Chennai,3
DevOps Engineer,"monitoring,linux,kubernetes,jenkins,aws",senior,devops,master,jenkins,5,1327833,1588161,INR,hybrid,Healthcare,docker certified,infra automation,"adaptability,leadership",Architect,Remote,3
Frontend Developer,"redux,tailwind,css,html,javascript,sass,typescript",entry,software,diploma,chrome devtools,5,526964,2547941,INR,remote,Cloud,frontend nanodegree,optimize frontend performance,"teamwork,problem-solving",Architect,Remote,3
Frontend Developer,"webpack,sass,html,css,react,redux,typescript,tailwind",mid,software,diploma,vscode,9,862866,2175921,INR,intern,Fintech,frontend nanodegree,optimize frontend performance,"leadership,creativity",Mid-level,USA,5
Frontend Developer,"html,redux,jest,react,sass",entry,software,diploma,vscode,0,1031484,2881282,INR,remote,AI/ML,frontend nanodegree,build UI,"problem-solving,leadership",Architect,Remote,1
DevOps Engineer,"aws,ci/cd,terraform,linux,kubernetes,jenkins",senior,devops,diploma,jenkins,1,1054314,2724278,INR,remote,Gaming,docker certified,infra automation,"leadership,creativity",Mid-level,Canada,4
Cloud Engineer,"kubernetes,terraform,linux,monitoring,docker,gcp,aws",senior,cloud,bachelor,terraform,1,1301549,2176074,INR,contract,Cybersecurity,aws cloud practitioner,automation,"teamwork,problem-solving",Senior,Canada,4
Full Stack Developer,"docker,express,html,react,node.js",mid,software,diploma,vscode,10,326463,1552443,INR,contract,E-commerce,full stack certificate,deployment,"teamwork,communication",Junior,Canada,2
Backend Developer,"redis,express,java,python,rest",entry,software,bachelor,vscode,10,323510,2920575,INR,contract,Healthcare,aws practitioner,manage databases,"creativity,leadership",Mid-level,Pune,1
Software Developer,"javascript,python,git,rest,typescript,css,node.js,docker,sql,api,html,c#",entry,software,bachelor,vscode,2,1429874,1766462,INR,full-time,E-commerce,aws developer,write clean code,"teamwork,adaptability",Mid-level,USA,5
Cybersecurity Analyst,"cryptography,vulnerability assessment,network security,linux,firewall,python",mid,security,bachelor,metasploit,6,439833,1601650,INR,remote,Cybersecurity,ceh,security audits,"adaptability,creativity",Mid-level,Pune,4
Machine Learning Engineer,"numpy,tensorflow,pandas,pytorch,nlp,mlops,python",senior,data,bachelor,tensorflow,8,812831,2584960,INR,on-site,Cybersecurity,google ml engineer,build pipelines,"problem-solving,adaptability",Lead,USA,4
Cloud Engineer,"ci/cd,terraform,kubernetes,azure,gcp,docker,aws,linux",mid,cloud,diploma,jenkins,1,1025711,1961496,INR,hybrid,IT Services,aws cloud practitioner,deploy cloud infra,"communication,leadership",Lead,USA,2
Data Scientist,"scikit-learn,pandas,nlp,sql,seaborn,statistics,data analysis,numpy,matplotlib",entry,data,master,python,9,1356635,1857431,INR,hybrid,E-commerce,ibm data science,build predictive models,"leadership,creativity",Senior,USA,4
Full Stack Developer,"node.js,docker,react,sql,html,git,javascript,express,css",senior,software,master,vscode,5,729366,2202047,INR,hybrid,Gaming,full stack certificate,deployment,"communication,adaptability",Junior,Delhi,1
Cybersecurity Analyst,"incident response,network security,python,vulnerability assessment,firewall,linux",senior,security,master,nessus,7,1027192,2975043,INR,intern,Cybersecurity,ceh,threat monitoring,"problem-solving,communication",Mid-level,Hyderabad,4
Frontend Developer,"sass,css,redux,tailwind,html,jest,javascript,typescript,webpack",senior,software,diploma,figma,8,1373728,1793457,INR,on-site,E-commerce,frontend nanodegree,optimize frontend performance,"communication,creativity",Architect,Bangalore,5
Machine Learning Engineer,"mlops,pandas,deep learning,tensorflow,pytorch,numpy,nlp,sql,python,docker,scikit-learn",mid,data,diploma,pytorch,2,376931,2343676,INR,remote,Cloud,google ml engineer,build pipelines,"problem-solving,adaptability",Architect,Delhi,2
Full Stack Developer,"rest,css,api,node.js,sql,react,git,javascript,mongodb,docker,express",senior,software,master,vscode,9,1038719,2882597,INR,on-site,E-commerce,full stack certificate,end-to-end development,"problem-solving,teamwork",Mid-level,Chennai,4
Frontend Developer,"html,javascript,sass,jest,react,typescript,webpack,tailwind,css,redux",mid,software,diploma,vscode,2,1130749,1769262,INR,full-time,IT Services,frontend nanodegree,optimize frontend performance,"teamwork,communication",Junior,Mumbai,3
Cloud Engineer,"gcp,linux,azure,ci/cd,monitoring",senior,cloud,diploma,terraform,3,1324905,2610437,INR,full-time,E-commerce,aws cloud practitioner,automation,"creativity,teamwork",Lead,Chennai,4
Frontend Developer,"tailwind,redux,typescript,javascript,react,css,jest",mid,software,bachelor,figma,5,1040759,2216149,INR,remote,Fintech,frontend nanodegree,build UI,"problem-solving,teamwork",Lead,Chennai,1
Cloud Engineer,"monitoring,ci/cd,terraform,linux,gcp,azure",entry,cloud,bachelor,jenkins,3,774529,1567590,INR,remote,IT Services,aws cloud practitioner,automation,"leadership,creativity",Mid-level,Pune,2
Software Developer,"css,html,react,node.js,typescript,javascript,sql,rest,java,api",senior,software,bachelor,postman,5,913293,2975982,INR,hybrid,Healthcare,aws developer,develop software features,"leadership,adaptability",Junior,Chennai,5
Data Scientist,"pandas,python,nlp,statistics,seaborn,matplotlib,data analysis,scikit-learn,sql",mid,data,master,jupyter,9,367916,2768975,INR,intern,AI/ML,ibm data science,build predictive models,"creativity,problem-solving",Lead,Hyderabad,5
DevOps Engineer,"terraform,docker,ci/cd,linux,aws,jenkins,kubernetes",entry,devops,master,jenkins,6,1286604,1932191,INR,on-site,Cybersecurity,docker certified,infra automation,"communication,leadership",Senior,Remote,5
